,neg1,neg2,neg3,neg4,neg5,pos1,pos2,pos3,pos4,pos5
BC021614,0,4,5,12,1,9,4,32,9,13
Cabp2,0,0,0,0,0,0,0,0,0,0
Cdk2ap2,627,451,794,383,223,717,520,916,490,1155
Pitpnm1,0,1,0,1,0,2,1,5,4,2
Aip,41,53,70,48,62,52,81,117,37,157
Tmem134,186,274,362,201,143,316,173,340,115,402
Cabp4,0,0,0,0,0,0,0,1,0,0
Gpr152,0,0,0,0,0,0,0,0,0,0
Coro1b,353,229,349,336,195,249,208,413,190,430
Ptprcap,526,493,1220,1034,507,786,610,1421,615,1066
Rps6kb2,2,7,3,2,4,5,2,5,2,5
Carns1,0,52,22,8,15,31,31,21,3,21
Tbc1d10c,247,297,437,282,225,448,217,580,255,502
Ppp1ca,72,89,141,238,116,384,200,397,209,485
Rad9a,23,17,38,7,1,19,10,29,6,25
Clcf1,0,0,0,0,0,0,0,0,0,0
Pold4,39,19,32,44,2,37,41,93,21,61
Ssh3,0,0,20,14,0,2,9,0,0,10
Ankrd13d,7,0,0,9,0,7,1,5,0,7
Adrbk1,137,118,104,107,68,177,143,293,114,258
Kdm2a,161,223,255,152,139,228,187,368,127,271
Rhod,0,5,0,0,0,4,0,4,0,0
A930001C03Rik,0,0,0,0,0,0,0,0,0,0
Syt12,0,0,0,0,0,0,0,0,0,0
2010003K11Rik,0,0,0,0,0,0,0,0,0,0
Pcx,0,0,9,0,0,3,0,11,0,5
Lrfn4,2,0,0,1,0,1,0,0,0,0
Rce1,74,108,67,41,31,44,22,38,19,39
Gm960,0,0,0,0,0,0,0,0,0,0
Sptbn2,0,0,0,7,0,0,0,0,0,0
Rbm4b,11,31,13,20,0,16,11,17,7,22
Rbm4,57,121,110,62,25,81,55,136,19,128
Rbm14,42,77,47,39,23,71,63,133,32,141
Ccs,15,13,13,25,32,30,17,46,11,50
Ccdc87,0,0,0,0,0,0,0,0,0,0
Ctsf,0,0,0,0,0,0,4,0,0,10
Actn3,0,0,0,0,0,0,0,0,0,0
Zdhhc24,0,0,18,3,7,18,0,0,2,2
Bbs1,0,0,0,0,0,0,0,0,0,0
Dpp3,49,40,38,53,10,74,42,48,44,155
Peli3,0,0,0,0,0,0,0,0,0,0
Mrpl11,4,30,12,7,11,13,6,38,5,17
Npas4,0,0,0,0,0,0,0,0,0,0
Slc29a2,17,5,0,0,0,3,4,10,0,17
B3gnt1,2,10,0,4,12,12,5,23,0,20
Brms1,22,22,43,29,33,37,13,62,20,29
Rin1,0,0,0,0,0,0,0,3,0,0
Cd248,0,0,0,0,0,0,0,0,0,0
Tmem151a,0,0,0,0,0,0,0,0,2,0
Yif1a,37,13,20,20,5,14,10,21,9,45
Cnih2,0,0,0,1,0,0,7,0,6,0
Rab1b,82,89,45,84,63,142,81,198,64,201
Klc2,0,0,25,5,22,10,8,12,1,12
Pacs1,99,114,129,59,68,68,47,101,42,131
Sf3b2,331,277,456,241,192,367,216,526,129,387
Gal3st3,0,0,0,0,0,1,0,0,0,0
Catsper1,0,0,0,0,0,0,0,0,0,0
Cst6,0,0,0,1,0,0,0,0,0,0
Banf1,949,1079,1947,834,627,1281,695,1713,723,2040
Eif1ad,215,69,94,114,60,181,111,115,114,156
Sart1,25,18,50,18,10,41,32,38,15,74
D330050I16Rik,0,3,17,8,0,5,0,2,2,2
4930481A15Rik,0,11,16,1,0,17,9,28,6,9
Drap1,37,78,111,107,44,80,55,149,86,117
AI837181,58,18,20,21,23,39,22,51,33,45
Fosl1,0,0,0,0,0,0,0,0,0,0
Ccdc85b,21,44,37,32,10,29,29,34,27,43
Fibp,7,16,20,4,9,21,18,36,1,30
Ctsw,332,348,595,567,196,287,160,460,163,340
Efemp2,0,0,0,3,0,1,0,0,0,0
Mus81,0,0,3,6,0,6,4,7,2,19
Cfl1,1428,2188,3047,2714,1465,3493,2535,5935,2113,5528
Snx32,0,0,4,2,0,0,1,0,0,2
1700020D05Rik,0,0,0,0,0,0,0,0,0,0
Ovol1,56,0,0,0,0,6,12,8,0,11
Ap5b1,0,2,0,1,2,0,0,0,1,0
Rnaseh2c,74,86,81,54,59,58,27,74,23,79
Kat5,0,21,23,28,17,13,19,11,33,38
Rela,88,87,38,54,25,65,23,135,29,98
Sipa1,540,751,762,424,140,517,324,616,206,925
Pcnxl3,19,10,12,41,4,20,14,47,4,46
Map3k11,15,58,15,37,11,42,22,30,12,37
Kcnk7,1,0,0,0,3,4,5,3,1,1
Ehbp1l1,69,59,216,114,140,178,116,206,26,233
Fam89b,109,58,106,103,87,135,88,244,94,185
Sssca1,7,6,16,15,13,19,4,25,1,23
Ltbp3,1,0,0,0,0,0,0,0,0,0
Scyl1,4,14,4,20,12,13,11,15,3,25
Malat1,610,3117,618,296,398,388,308,522,274,714
Neat1,51,80,73,30,30,61,31,100,13,62
Frmd8,175,244,314,221,110,341,182,387,149,337
Slc25a45,163,36,89,104,37,108,74,165,59,154
Tigd3,0,0,0,1,0,1,0,0,0,0
Dpf2,52,151,127,69,54,185,113,133,51,229
Cdc42ep2,0,0,0,0,0,0,0,0,0,0
Pola2,32,12,31,26,17,34,27,79,9,29
Slc22a20,0,0,0,0,0,0,0,0,0,0
Capn1,78,110,69,69,51,88,95,209,62,169
Gm10814,0,4,0,0,0,0,0,0,0,0
Syvn1,4,9,4,15,9,12,13,14,0,12
Mrpl49,31,0,50,24,28,42,25,40,23,30
Fau,0,1,0,3,1,3,3,16,15,6
Znhit2,17,10,9,13,14,31,21,27,10,47
Tm7sf2,4,0,0,20,0,2,7,19,7,13
Vps51,46,70,103,26,21,56,47,32,21,50
BC048609,0,0,0,0,0,0,0,0,0,0
Zfpl1,64,50,47,17,0,25,5,30,19,27
Cdca5,0,0,0,1,0,3,0,1,0,9
Naaladl1,0,0,0,0,0,0,0,0,0,0
Sac3d1,25,21,70,14,6,37,9,63,25,51
Snx15,41,46,43,20,29,45,37,55,58,60
Arl2,1,4,4,20,0,10,7,13,13,27
Batf2,0,0,0,0,0,0,0,0,0,0
1700123I01Rik,0,0,0,0,0,0,0,0,0,1
Gpha2,0,0,0,0,0,0,0,0,0,0
Ppp2r5b,3,1,13,5,4,19,12,30,1,28
Atg2a,16,13,9,27,1,38,26,37,23,58
Mir194-2,0,0,0,0,0,0,0,0,0,0
Mir192,0,0,0,0,0,0,0,0,0,0
Ehd1,69,67,139,66,23,67,41,84,30,97
Cdc42bpg,2,3,17,1,1,3,2,10,0,5
Men1,15,15,29,15,9,37,29,61,17,75
Map4k2,0,0,6,1,1,5,0,30,0,6
Sf1,1155,1109,1507,1046,712,1383,974,1426,648,1782
Pygm,0,0,0,16,0,9,1,10,0,2
Rasgrp2,5,89,60,26,15,223,150,328,99,295
Nrxn2,0,0,0,0,0,1,0,0,0,0
Slc22a12,0,0,0,0,0,0,0,0,0,0
Rps6ka4,34,26,41,20,6,29,9,39,10,27
Mir5046,0,0,0,0,0,0,0,0,0,0
Ccdc88b,56,32,17,31,21,30,22,52,9,60
Prdx5,125,128,283,127,117,146,74,198,42,173
Trmt112,5,0,0,0,2,4,4,0,0,0
Esrra,12,21,43,35,10,21,19,15,8,21
Tex40,0,0,0,0,0,0,0,0,0,0
Kcnk4,0,0,0,0,0,0,0,0,0,0
Gpr137,0,0,13,10,13,35,6,8,10,6
Bad,10,17,29,7,3,18,13,42,8,35
Plcb3,6,5,0,0,6,2,0,2,0,4
Ppp1r14b,1,2,6,4,3,4,6,11,2,6
Fkbp2,95,84,117,102,70,39,26,59,35,64
Vegfb,20,8,12,25,25,22,13,41,23,31
Dnajc4,5,8,2,14,5,2,1,5,0,0
Nudt22,4,0,16,1,0,5,3,8,3,6
Trpt1,0,3,1,0,0,0,0,0,0,0
Fermt3,16,12,48,42,10,39,27,63,20,81
Stip1,135,183,146,163,126,250,183,282,102,207
Macrod1,4,32,18,6,1,28,19,79,3,31
Flrt1,0,0,0,0,0,0,0,0,0,0
Otub1,28,12,40,22,13,36,30,19,10,54
Cox8a,247,296,388,459,409,963,413,912,395,1187
Naa40,26,45,82,24,33,45,14,45,13,45
Rcor2,0,11,4,16,8,0,0,4,4,7
Mark2,140,98,107,96,95,152,55,89,58,153
AI846148,1,39,70,39,91,76,20,43,50,52
1700105P06Rik,0,0,0,0,0,0,0,0,0,0
2700081O15Rik,0,8,0,4,0,4,1,1,0,6
Rtn3,272,301,443,390,201,342,264,381,170,513
Snord118,0,1,0,0,0,2,0,1,0,0
Atl3,13,39,52,65,4,54,7,56,17,57
Pla2g16,282,308,567,376,251,249,156,287,134,392
Lgals12,0,0,0,0,0,0,0,0,0,0
Hrasls5,0,0,0,0,0,0,0,0,0,0
Slc22a19,0,0,0,0,0,0,0,0,0,0
Slc22a26,0,0,0,0,0,0,0,0,0,0
Slc22a27,0,0,0,0,0,0,2,0,0,0
Slc22a28,0,0,0,0,0,0,0,0,0,0
Slc22a29,0,0,0,0,0,0,0,0,0,0
Slc22a30,0,0,0,0,0,1,0,0,0,0
Slc22a8,0,0,0,0,0,0,0,0,0,0
Slc22a6,0,0,0,0,0,0,0,0,0,5
9830166K06Rik,0,0,0,0,0,0,0,0,0,0
Chrm1,0,53,0,0,0,0,0,0,0,9
Slc3a2,3042,1857,2755,644,1379,1045,515,1048,297,807
Snhg1,466,218,299,165,152,405,148,533,245,430
Snord22,0,1,0,1,0,6,0,0,0,0
Wdr74,11,9,5,6,13,10,8,13,4,10
1700092M07Rik,0,0,0,0,0,0,0,0,0,0
Stx5a,53,69,139,73,95,122,61,105,69,141
Nxf1,58,108,108,53,43,113,66,134,54,140
Tmem223,3,7,7,3,2,3,3,7,1,10
Tmem179b,404,255,869,222,72,584,214,286,156,602
Taf6l,0,0,0,1,0,0,0,0,0,0
Gm2518,0,0,0,0,0,4,0,0,0,7
Polr2g,109,192,163,121,44,253,135,258,52,262
Zbtb3,12,0,0,0,0,0,0,8,0,7
Ttc9c,113,156,188,96,79,239,188,285,57,312
Hnrnpul2,198,223,192,229,152,222,129,347,138,371
Gng3,0,0,0,0,0,0,0,0,5,0
Bscl2,41,120,249,80,115,153,86,221,81,145
Lrrn4cl,0,0,0,0,0,0,0,0,0,0
Ubxn1,172,283,432,130,196,261,153,340,107,307
AI462493,79,109,119,82,36,114,76,184,42,150
5730408K05Rik,8,0,0,0,1,1,4,6,0,6
Mir5136,0,0,0,0,0,0,0,0,0,0
1810009A15Rik,56,51,59,19,28,51,10,36,18,40
Ints5,25,10,12,13,9,21,14,9,2,22
Ganab,135,109,166,163,122,122,75,184,50,201
B3gat3,10,27,16,20,16,38,17,20,12,45
Rom1,0,2,15,3,13,22,12,35,5,30
Eml3,199,85,377,33,164,297,97,231,98,305
Mta2,211,297,311,136,111,215,141,248,138,293
Tut1,6,4,24,9,0,10,13,19,1,14
Eef1g,200,274,397,285,296,553,455,1159,355,946
Ahnak,1623,2129,2594,1069,1281,1174,576,1072,491,1752
Scgb1a1,14,0,25,21,8,3,7,8,6,4
Asrgl1,9,5,5,2,2,13,15,37,10,25
Stxbp3b,0,0,0,0,0,0,4,0,0,1
Incenp,21,36,28,17,20,28,46,42,14,67
Fth1,1393,1464,2208,1178,1091,1182,888,1507,609,1694
Best1,3,18,1,2,0,0,2,4,1,3
Rab3il1,0,0,0,0,1,0,0,0,0,0
Fads3,0,0,0,0,0,0,0,0,0,0
Fads2,0,0,0,0,0,0,0,0,0,0
Fads1,7,39,23,11,0,16,25,45,1,23
Fen1,0,32,42,29,51,40,16,76,4,50
Tmem258,64,67,77,63,50,93,73,147,39,115
Myrf,0,0,0,0,0,4,0,0,0,0
Dagla,0,0,0,0,0,0,0,0,0,0
Syt7,0,0,0,0,0,0,0,0,0,0
Lrrc10b,0,0,0,0,0,0,0,0,0,0
Ppp1r32,0,0,0,0,0,0,1,0,0,0
Sdhaf2,56,30,88,41,48,66,47,99,62,121
Cpsf7,493,316,418,246,165,288,178,247,102,403
Tmem216,0,23,39,13,0,26,15,28,11,11
Tmem138,0,0,0,0,0,0,0,1,6,1
Cybasc3,15,13,104,37,8,46,9,46,22,28
Dak,42,0,15,26,0,13,28,14,21,43
Ddb1,150,128,147,130,91,114,71,191,91,180
Vwce,0,0,0,0,0,2,1,0,0,0
4930524O05Rik,0,0,0,0,0,0,0,0,0,0
Pga5,0,0,0,0,0,0,0,0,0,0
Vps37c,1,7,4,7,5,16,3,10,4,6
Cd5,62,56,123,82,26,91,48,102,55,74
A430093F15Rik,13,15,161,6,22,31,34,45,12,19
Cd6,131,241,376,209,140,222,151,470,126,388
Slc15a3,0,0,1,0,0,0,0,1,1,1
Tmem132a,0,0,0,0,0,0,0,0,0,0
Tmem109,173,209,356,166,185,202,92,286,58,289
Prpf19,32,34,78,35,58,40,38,105,25,72
Zp1,0,0,0,0,0,0,0,1,0,0
Gpr44,0,0,0,0,0,0,0,0,0,0
Ccdc86,21,2,3,4,17,30,20,17,8,21
Ms4a10,0,0,0,0,0,0,0,0,0,0
Ms4a15,0,0,11,0,0,0,0,0,0,0
Ms4a18,0,0,0,0,0,0,0,0,0,0
AW112010,935,1016,1767,981,663,527,293,688,327,724
Ms4a8a,0,0,0,2,0,0,0,0,0,0
1700017D01Rik,0,0,0,0,0,0,0,0,0,0
1700025F22Rik,0,0,0,0,0,0,0,0,0,0
Ms4a13,0,0,0,0,0,0,0,0,0,0
4930526L06Rik,0,0,0,0,0,0,0,0,0,0
Ms4a1,7,14,0,1,0,23,7,13,6,10
Ms4a5,0,0,0,0,0,0,0,0,0,0
Ms4a7,0,0,0,0,0,0,0,0,0,0
Ms4a4c,8,36,89,38,2,109,58,121,15,141
Ms4a4b,1142,1171,1616,1362,901,1106,817,1744,783,1499
Ms4a6c,8,16,43,5,16,13,31,42,22,31
Gm8369,15,3,54,21,27,34,38,39,16,40
Ms4a6b,909,1099,1421,867,694,1783,1019,1683,609,1796
Ms4a4d,0,0,0,0,0,0,0,0,0,1
Ms4a6d,0,0,22,9,0,60,27,43,8,26
Ms4a2,0,0,0,0,0,0,2,13,0,8
Ms4a3,0,0,0,0,0,0,0,0,0,0
Plac1l,0,0,0,0,0,0,0,0,0,0
Oosp1,0,0,0,0,0,0,0,0,0,0
Gm97,0,0,0,0,0,0,0,0,0,0
Gif,0,0,0,0,0,0,0,0,0,0
Mrpl16,51,19,67,34,3,43,32,55,24,71
Stx3,2,0,0,13,0,3,2,19,6,14
Olfr1417,0,0,0,0,0,0,0,0,0,0
Olfr1418,0,0,0,0,0,0,0,0,0,0
Olfr1419,0,0,0,0,0,0,0,0,0,0
Olfr1420,0,0,0,0,0,0,0,0,0,0
Patl1,548,228,228,100,50,223,137,145,38,220
Osbp,158,61,64,88,9,72,37,72,27,113
Olfr1423,0,0,0,0,0,0,0,0,0,0
Olfr1424,0,0,0,0,0,0,0,0,0,0
Mir466f-1,0,0,0,0,0,0,0,0,0,0
Olfr1425,0,0,0,0,0,0,0,0,0,0
Olfr1426,0,0,0,0,0,0,0,0,0,0
Olfr1427,0,0,0,0,0,0,0,0,0,0
Olfr1428,0,0,0,0,0,0,0,0,0,0
Olfr76,0,0,0,0,0,0,0,0,0,0
Olfr1431,0,0,0,0,0,0,0,0,0,0
Olfr262,0,0,0,0,0,0,0,0,0,0
Olfr235,0,0,0,0,0,0,0,0,0,0
Olfr1433,0,0,0,0,0,0,0,0,0,0
Olfr1434,0,0,0,0,0,0,0,0,0,0
Olfr1436,0,0,0,0,0,0,0,0,0,0
Olfr1437,0,0,0,0,0,0,0,0,0,0
Olfr1440,0,0,0,0,0,0,0,0,0,0
Olfr1441,0,0,0,0,0,0,0,0,0,0
Pfpl,0,0,0,0,0,0,0,0,0,0
Mpeg1,0,0,50,28,0,25,0,56,91,25
Dtx4,58,4,35,37,37,37,12,41,43,44
Fam111a,211,246,169,134,97,306,149,294,66,269
A330040F15Rik,0,0,0,0,0,0,0,0,0,0
Gm4952,0,0,0,0,0,0,0,0,0,0
Glyat,0,0,0,0,0,0,0,0,0,0
Olfr1442,0,0,0,0,0,0,0,0,0,0
Olfr1443,0,0,0,0,0,0,0,0,0,0
Keg1,0,0,0,0,0,0,0,0,0,0
Cntf,0,0,0,0,0,0,0,0,0,0
U05342,0,0,0,0,0,0,0,0,0,0
Zfp91,134,160,178,85,108,156,59,127,31,132
Lpxn,146,100,171,143,75,108,69,161,59,181
Olfr1444,0,0,0,0,0,0,0,0,0,0
Olfr1445,0,0,0,0,0,0,0,0,0,0
Olfr1446,0,0,0,0,0,0,0,0,0,0
Olfr1447,0,0,0,0,0,0,0,0,0,0
Olfr1448,0,0,0,0,0,0,0,0,0,0
Olfr1449,0,0,0,0,0,0,0,0,0,0
Olfr1450,0,0,0,0,0,0,0,0,0,0
Olfr1451,0,0,0,0,0,0,0,0,0,0
Olfr1453,0,0,0,0,0,0,0,0,0,0
Olfr1454,0,0,0,0,0,0,0,0,0,0
Olfr1457,0,0,0,0,0,0,0,0,0,0
Olfr1459,0,0,0,0,0,0,0,0,0,0
Olfr1461,0,0,0,0,0,0,0,0,0,0
Olfr1462,0,0,0,0,0,0,0,0,0,0
Olfr1463,0,0,0,0,0,0,0,0,0,0
Olfr1465,0,0,0,0,0,0,0,0,0,0
Olfr1466,0,0,0,0,0,0,0,0,0,0
Olfr1467,0,0,0,0,0,0,0,0,0,0
Olfr1469,0,0,0,0,0,0,0,0,0,0
Olfr1471,0,0,0,0,0,0,0,0,0,0
Olfr1472,0,0,0,0,0,0,0,0,0,0
Olfr1474,0,0,0,0,0,0,0,0,0,0
Olfr1475,0,0,0,0,0,0,0,0,0,0
Olfr1477,0,0,0,0,0,0,0,0,0,0
Olfr1480,0,0,0,0,0,0,0,0,0,0
Olfr1484,0,0,0,0,0,0,0,0,0,0
Olfr1487,0,0,0,0,0,0,0,0,0,0
Olfr1489,0,0,0,0,0,0,0,0,0,0
Olfr1490,0,0,0,0,0,0,0,0,0,0
Olfr1491,0,0,0,0,0,0,0,0,0,0
Olfr1494,0,0,0,0,0,0,0,0,0,0
Olfr1495,0,0,0,0,0,0,0,0,0,0
Olfr1496,0,0,0,0,0,0,0,0,0,0
Olfr1497,0,0,0,0,0,0,0,0,0,0
Olfr1499,0,0,0,0,0,0,0,0,0,0
Olfr1500,0,0,0,0,0,0,0,0,0,0
Olfr1501,0,0,0,0,0,0,0,0,0,0
Olfr1502,0,0,0,0,0,0,0,0,0,0
Olfr1504,0,0,0,0,0,0,0,0,0,0
Olfr1505,0,0,0,0,0,0,0,0,0,0
Rnu6,0,0,0,0,0,0,0,0,0,0
Tle4,57,87,68,70,99,86,114,117,58,162
Psat1,116,102,518,116,115,225,91,117,95,200
Cep78,1,3,0,1,0,2,1,2,0,0
C130060C02Rik,0,0,0,0,0,0,0,0,0,0
Gnaq,8,3,0,13,0,5,10,24,34,7
E030024N20Rik,2,0,1,1,7,1,4,2,1,3
Gna14,0,0,0,0,0,0,0,0,0,0
Vps13a,47,182,28,19,0,48,20,71,40,85
Foxb2,0,0,0,0,0,0,0,0,0,0
Prune2,0,0,0,0,0,0,0,0,0,0
Gcnt1,0,30,26,0,0,39,0,0,0,7
Rfk,273,296,344,257,226,230,166,257,112,366
Pcsk5,0,0,0,0,0,0,0,0,0,0
Ostf1,835,605,1034,616,516,941,502,1089,408,1204
Nmrk1,0,9,14,12,5,12,4,12,2,4
2410127L17Rik,0,0,8,1,5,3,2,2,1,3
D030056L22Rik,241,123,293,192,56,241,118,239,51,204
Trpm6,0,0,0,0,0,0,0,0,0,1
Rorb,0,0,0,0,1,0,0,0,0,0
Anxa1,180,67,220,48,83,38,18,31,15,19
1500015L24Rik,0,0,0,0,0,0,0,0,0,0
E030003E18Rik,0,0,0,0,0,0,0,0,0,0
C730002L08Rik,0,0,0,0,0,0,0,0,0,0
Aldh1a1,2,0,0,0,0,0,1,0,0,2
Aldh1a7,0,0,0,0,0,0,0,0,0,1
Tmc1,0,0,0,0,0,0,0,0,0,0
Zfand5,132,266,199,95,54,232,116,220,136,276
Gda,29,0,0,0,0,0,0,0,2,0
1110059E24Rik,46,36,75,47,87,82,78,134,24,129
Fam108b,132,60,173,103,180,162,121,114,103,300
Tmem2,21,97,40,22,49,10,16,0,19,11
Trpm3,0,0,0,0,0,0,0,0,0,0
Mir204,0,0,0,0,0,0,0,0,0,0
Klf9,100,79,117,43,13,31,55,91,51,78
Mir1192,0,0,0,0,0,0,0,0,0,0
Smc5,91,66,82,14,21,43,51,51,15,60
Mamdc2,0,0,0,0,0,0,0,0,0,0
1700028P14Rik,0,0,0,0,0,0,0,0,0,0
Ptar1,17,0,53,0,16,16,6,15,2,18
Apba1,0,0,0,5,0,0,0,0,6,0
Fam189a2,0,0,0,0,0,0,0,0,0,0
Tjp2,0,29,10,6,0,21,14,1,0,18
Fxn,3,0,15,14,2,11,0,9,16,16
Pip5k1b,0,66,0,1,48,0,0,0,0,26
Fam122a,122,71,219,73,100,182,127,277,103,351
Tmem252,0,0,0,0,0,0,0,0,0,0
Pgm5,0,3,0,0,0,0,0,0,0,0
Foxd4,0,0,0,0,0,0,0,0,0,0
Cbwd1,0,15,39,1,5,32,35,23,37,11
Snora19,0,0,0,0,0,0,0,0,0,0
Dock8,339,201,191,136,80,218,103,206,104,311
Kank1,0,0,0,0,0,0,0,0,0,0
Dmrt1,0,0,0,0,0,0,0,0,0,0
Dmrt3,0,0,0,0,0,2,0,0,0,0
2610016A17Rik,0,0,0,0,0,0,0,0,0,0
Dmrt2,0,0,0,0,0,0,0,0,3,0
Smarca2,112,81,245,101,105,144,85,176,56,183
4931403E22Rik,0,0,0,0,0,0,0,0,0,0
Gm815,0,0,0,0,0,0,0,0,0,0
Vldlr,0,0,0,0,0,0,0,0,0,0
Kcnv2,0,0,0,0,0,0,0,0,0,0
D19Bwg1357e,29,76,51,27,65,58,46,52,31,48
C030016D13Rik,16,0,0,0,0,0,0,0,0,0
Rfx3,23,6,5,44,0,64,40,20,11,31
Glis3,0,0,0,0,0,0,0,0,0,0
D930032P07Rik,0,0,0,0,0,1,0,0,0,0
Slc1a1,0,0,0,0,0,0,0,0,0,0
4430402I18Rik,0,0,0,0,38,0,3,0,0,9
Ppapdc2,110,77,89,33,34,118,86,144,76,163
Cdc37l1,30,23,16,28,0,25,7,34,17,33
Ak3,18,45,50,31,44,31,21,52,7,69
1700018L02Rik,0,0,0,0,0,0,0,0,0,0
Gm9895,0,0,0,0,0,0,3,5,0,6
Rcl1,27,9,9,6,18,41,39,57,66,68
Mir101b,0,0,0,0,0,0,0,0,0,0
Jak2,242,102,279,116,47,209,88,137,86,298
Insl6,41,1,53,16,8,49,17,41,27,36
Rln1,0,0,0,0,0,0,0,0,0,0
Plgrkt,62,107,142,87,14,74,64,76,38,112
Cd274,20,80,40,50,45,74,57,46,19,89
Pdcd1lg2,55,0,27,9,0,26,12,3,4,11
A930007I19Rik,0,0,0,0,0,0,1,0,0,0
C030046E11Rik,17,23,55,12,30,16,9,16,4,50
Ermp1,65,30,69,5,43,23,8,11,13,22
Mlana,0,0,0,0,0,0,0,0,0,0
9930021J03Rik,139,101,167,27,41,110,77,137,49,124
Ranbp6,14,34,19,12,2,31,10,28,4,39
Il33,0,0,0,0,0,0,0,0,0,0
Trpd52l3,0,0,0,0,0,0,0,0,0,0
Uhrf2,203,135,117,122,84,132,70,141,61,160
Gldc,1,0,0,2,0,0,0,0,0,0
Mbl2,0,0,0,0,0,0,0,0,0,0
Ppp1r2-ps3,0,0,0,0,0,0,0,0,0,0
Dkk1,0,0,0,0,0,0,0,0,0,0
Prkg1,0,0,0,0,0,0,0,4,0,0
Gm6642,0,0,0,0,0,0,0,0,0,0
Cstf2t,53,92,280,54,25,137,113,297,21,170
8430431K14Rik,0,0,0,0,0,0,0,0,0,0
A1cf,0,0,0,0,0,0,0,0,0,0
Asah2,0,0,0,0,0,0,0,0,0,3
Sgms1,23,45,196,51,39,100,36,123,17,142
2700046G09Rik,0,0,0,5,0,0,0,0,0,0
Minpp1,41,107,71,109,18,116,68,27,54,149
Papss2,0,0,0,0,0,0,0,0,0,0
Atad1,115,146,197,146,129,252,92,251,64,251
Pten,73,280,102,161,128,182,111,144,76,219
Rnls,0,0,0,0,0,0,0,0,0,1
Lipo1,0,0,54,32,7,0,4,38,0,24
Lipf,0,0,0,0,0,0,0,0,0,0
Lipk,0,0,0,0,0,0,0,0,0,0
Lipn,0,0,0,0,0,0,0,0,0,0
Lipm,0,0,0,0,0,0,0,0,0,0
Ankrd22,0,0,0,0,0,0,0,0,0,0
Stambpl1,6,2,50,47,7,49,27,51,7,39
Acta2,2,0,0,0,0,0,0,1,0,4
Fas,35,44,43,26,3,54,38,64,6,43
Ch25h,0,2,0,5,0,7,13,16,6,10
Lipa,148,18,278,89,15,198,181,215,126,268
Ifit2,1,17,43,34,3,62,21,59,6,57
Ifit3,25,26,14,29,11,108,38,51,30,75
Gm14446,43,77,69,47,31,55,29,44,27,94
I830012O16Rik,0,0,21,7,6,14,12,4,2,27
2010002M12Rik,0,0,0,0,0,0,0,0,4,10
Ifit1,103,52,205,67,0,63,73,99,17,69
Slc16a12,0,0,0,0,0,0,0,0,0,0
Pank1,28,48,0,0,0,6,0,1,5,13
Mir107,0,0,0,0,0,0,0,0,0,0
Kif20b,16,0,21,12,0,11,4,0,6,3
Htr7,0,0,0,0,0,10,0,0,6,0
Rpp30,36,112,42,55,40,43,32,62,23,73
Ankrd1,0,0,0,0,0,0,0,0,0,0
Pcgf5,15,66,33,21,34,34,30,49,7,46
Hectd2,0,0,0,0,0,1,0,0,0,0
1500017E21Rik,0,0,0,0,0,0,0,0,0,0
Ppp1r3c,0,0,0,0,0,0,0,0,0,0
Tnks2,66,171,234,148,119,225,187,278,89,477
Fgfbp3,40,27,1,7,0,15,5,1,0,26
Btaf1,400,81,220,17,80,89,29,122,51,70
Cpeb3,0,0,1,1,0,0,0,0,0,0
A330032B11Rik,0,0,0,0,0,0,1,1,0,0
5-Mar,102,91,227,88,108,151,85,162,29,154
4931408D14Rik,0,0,0,0,0,0,0,0,0,0
Ide,96,78,108,51,53,53,63,64,24,74
Kif11,1,23,9,4,21,1,0,22,2,4
Hhex,13,0,2,1,0,4,0,2,3,13
Exoc6,20,0,120,49,0,60,11,56,22,65
Cyp26c1,0,0,0,0,0,0,0,0,0,0
Cyp26a1,0,0,0,0,8,1,0,0,0,3
Myof,0,0,0,0,0,0,0,0,0,0
Cep55,0,0,16,7,0,0,1,41,0,48
Ffar4,0,0,0,0,0,2,0,0,20,9
Rbp4,0,0,0,0,0,0,0,0,0,0
Pde6c,0,0,0,0,0,0,0,0,0,0
Fra10ac1,18,12,47,20,16,18,8,7,0,20
Lgi1,0,0,0,0,0,0,0,0,0,0
Slc35g1,30,79,18,34,27,49,27,105,24,51
Plce1,0,0,14,0,0,1,2,4,0,0
Noc3l,0,46,4,10,8,48,22,22,10,49
Tbc1d12,47,4,17,6,30,15,5,12,1,20
Hells,0,2,2,3,21,6,13,14,0,11
Cyp2c55,0,0,0,0,0,0,0,0,0,0
Cyp2c65,0,0,0,0,0,0,0,0,0,0
Cyp2c66,0,0,0,0,0,0,0,0,0,0
Cyp2c53-ps,0,0,0,0,0,0,0,0,0,0
Cyp2c29,6,0,0,0,0,0,0,0,0,0
Cyp2c38,0,0,0,0,0,0,0,0,0,0
Cyp2c39,0,0,0,0,0,0,0,0,0,0
Cyp2c67,0,0,0,0,0,0,0,0,0,0
Cyp2c68,0,0,0,0,0,0,0,0,0,0
Cyp2c40,0,0,0,0,0,0,0,0,0,0
Cyp2c69,0,0,0,0,0,0,0,0,0,0
Cyp2c37,0,0,0,0,0,0,0,0,0,0
Cyp2c54,0,0,0,0,0,0,0,0,0,0
Cyp2c50,0,0,0,0,0,0,0,0,0,0
Cyp2c70,0,0,0,0,0,0,0,0,0,0
